compte_id,client_id,agence_id,numero_compte,rib,type_compte,devise,solde,solde_disponible,solde_moyen_30j,solde_moyen_90j,decouvert_autorise,taux_interet,frais_tenue_compte,date_ouverture,date_fermeture,statut_compte,plafond_retrait_jour,plafond_paiement_jour,nombre_cotitulaires,carte_associee,chequier,date_derniere_operation,nombre_transactions_30j,volume_transactions_30j,niveau_risque,indicateur_fraude,date_creation,date_derniere_maj
CPT-003540,CLI-002778,AG-AGA-02,8923950116,230584000000002903326047,Compte professionnel,MAD,83540.52,83540.52,83540.52,83540.52,24657.17,0.0,43.71,2022-02-02,,Actif,10000,50000,2,True,True,,0,0,Faible,False,2026-09-11 14:41:44.018029,2026-09-11 14:41:44.018029
CPT-003541,CLI-002779,AG-SET-01,5445127373,230629000000002904117955,Compte courant,MAD,3735.51,3735.51,3735.51,3735.51,616.34,0.0,45.1,2025-04-18,,Actif,5000,10000,0,False,False,,0,0,Faible,False,2026-09-11 14:41:44.019026,2026-09-11 14:41:44.019026
CPT-003542,CLI-002780,AG-BÉN-01,4535030723,230145000000002904909856,Compte épargne,MAD,2269.78,2269.78,2269.78,2269.78,240.03,0.0159,49.88,2024-04-10,,Actif,10000,10000,2,False,False,,0,0,Moyen,False,2026-09-11 14:41:44.020026,2026-09-11 14:41:44.020026
CPT-003543,CLI-002780,AG-BÉN-01,4781795386,230145000000002905701746,Compte entreprise,MAD,38184.41,38184.41,38184.41,38184.41,4821.71,0.0,39.94,2025-03-26,,Actif,5000,20000,0,True,False,,0,0,Faible,False,2026-09-11 14:41:44.020026,2026-09-11 14:41:44.020026
CPT-003544,CLI-002781,AG-CAS-03,2609749568,230985000000002906493666,Compte courant,MAD,1412.95,1412.95,1412.95,1412.95,330.54,0.0,31.98,2019-06-01,,Actif,5000,20000,2,False,True,,0,0,Moyen,False,2026-09-11 14:41:44.021029,2026-09-11 14:41:44.021029
CPT-003545,CLI-002782,AG-CAS-06,7369444917,230985000000002907285565,Compte professionnel,MAD,876512.37,876512.37,876512.37,876512.37,208818.0,0.0,26.62,2021-12-21,,Actif,10000,50000,2,False,True,,0,0,Moyen,False,2026-09-11 14:41:44.021029,2026-09-11 14:41:44.021029
CPT-003546,CLI-002782,AG-CAS-06,5118266219,230985000000002908077464,Compte courant,MAD,2857.52,2857.52,2857.52,2857.52,836.38,0.0,42.25,2018-11-23,,Actif,20000,10000,0,True,False,,0,0,Moyen,False,2026-09-11 14:41:44.021029,2026-09-11 14:41:44.021029
CPT-003547,CLI-002783,AG-NAD-01,4056678208,230500000000002908869355,Compte professionnel,MAD,166248.06,166248.06,166248.06,166248.06,33663.21,0.0,30.0,2022-12-24,,Actif,20000,50000,2,True,True,,0,0,Faible,False,2026-09-11 14:41:44.022026,2026-09-11 14:41:44.022026
CPT-003548,CLI-002784,AG-KHO-01,5636405696,230924000000002909661255,Compte courant,MAD,5240.34,5240.34,5240.34,5240.34,909.86,0.0,13.13,2023-11-12,,Actif,10000,10000,1,False,False,,0,0,Moyen,False,2026-09-11 14:41:44.022026,2026-09-11 14:41:44.022026
CPT-003549,CLI-002784,AG-KHO-01,8661084970,230924000000002910453145,Compte épargne,MAD,22655.19,22655.19,22655.19,22655.19,4600.65,0.013,19.08,2022-10-29,,Actif,5000,10000,0,False,True,,0,0,Élevé,False,2026-09-11 14:41:44.022026,2026-09-11 14:41:44.022026
CPT-003550,CLI-002785,AG-CAS-03,2101277040,230985000000002911245051,Compte courant,MAD,26533.1,26533.1,26533.1,26533.1,3049.29,0.0,19.88,2026-02-02,,Actif,20000,50000,0,True,False,,0,0,Faible,False,2026-09-11 14:41:44.024050,2026-09-11 14:41:44.024050
CPT-003551,CLI-002785,AG-CAS-03,8588257910,230985000000002912036959,Compte jeune,MAD,1420.47,1420.47,1420.47,1420.47,382.05,0.0,12.41,2018-12-01,,Actif,20000,10000,2,False,False,,0,0,Faible,False,2026-09-11 14:41:44.024050,2026-09-11 14:41:44.024050
CPT-003552,CLI-002786,AG-CAS-01,4411510012,230985000000002912828867,Compte courant,MAD,1810.32,1810.32,1810.32,1810.32,518.32,0.0,28.12,2026-07-03,,Actif,20000,10000,0,True,False,,0,0,Moyen,False,2026-09-11 14:41:44.025030,2026-09-11 14:41:44.025030
CPT-003553,CLI-002786,AG-CAS-01,9230383385,230985000000002913620757,Compte épargne,MAD,7672.69,7672.69,7672.69,7672.69,1139.25,0.0218,42.08,2020-05-29,,Actif,10000,50000,2,False,True,,0,0,Élevé,False,2026-09-11 14:41:44.025030,2026-09-11 14:41:44.025030
CPT-003554,CLI-002787,AG-KHO-01,1155462132,230924000000002914412649,Compte courant,MAD,25859.68,25859.68,25859.68,25859.68,4911.88,0.0,14.07,2026-03-01,,Actif,10000,50000,0,False,False,,0,0,Faible,False,2026-09-11 14:41:44.025030,2026-09-11 14:41:44.025030
CPT-003555,CLI-002788,AG-RAB-03,4937967458,230490000000002915204546,Compte épargne,MAD,28722.21,28722.21,28722.21,28722.21,5922.52,0.0126,34.86,2022-04-20,,Actif,10000,10000,0,True,True,,0,0,Faible,False,2026-09-11 14:41:44.026028,2026-09-11 14:41:44.026028
CPT-003556,CLI-002789,AG-OUJ-01,1120164862,230499000000002915996472,Compte entreprise,MAD,44689.46,44689.46,44689.46,44689.46,6863.89,0.0,24.06,2020-12-14,,Actif,20000,50000,0,True,True,,0,0,Élevé,False,2026-09-11 14:41:44.027026,2026-09-11 14:41:44.027026
CPT-003557,CLI-002790,AG-BÉN-01,5060066589,230145000000002916788359,Compte courant,MAD,3236.31,3236.31,3236.31,3236.31,333.81,0.0,35.2,2017-05-25,,Actif,10000,10000,0,False,True,,0,0,Élevé,False,2026-09-11 14:41:44.027086,2026-09-11 14:41:44.027086
CPT-003558,CLI-002791,AG-MAR-01,6612239280,230910000000002917580249,Compte courant,MAD,2658.88,2658.88,2658.88,2658.88,629.4,0.0,26.67,2021-10-21,,Actif,20000,20000,2,False,False,,0,0,Élevé,False,2026-09-11 14:41:44.027086,2026-09-11 14:41:44.027086
CPT-003559,CLI-002792,AG-MAR-01,8125799633,230910000000002918372148,Compte courant,MAD,7456.4,7456.4,7456.4,7456.4,1338.25,0.0,23.44,2021-09-14,,Actif,10000,20000,0,True,True,,0,0,Élevé,False,2026-09-11 14:41:44.028027,2026-09-11 14:41:44.028027
CPT-003560,CLI-002793,AG-TÉT-01,7785534282,230868000000002919164059,Compte jeune,MAD,24052.54,24052.54,24052.54,24052.54,3917.68,0.0,21.82,2022-06-03,,Actif,10000,50000,1,True,False,,0,0,Élevé,False,2026-09-11 14:41:44.028027,2026-09-11 14:41:44.028027
CPT-003561,CLI-002793,AG-TÉT-01,3201624065,230868000000002919955976,Compte courant,MAD,8209.62,8209.62,8209.62,8209.62,1614.96,0.0,17.24,2016-12-29,,Actif,10000,10000,1,True,True,,0,0,Faible,False,2026-09-11 14:41:44.028027,2026-09-11 14:41:44.028027
CPT-003562,CLI-002794,AG-CAS-03,2400024741,230985000000002920747866,Compte professionnel,MAD,58729.85,58729.85,58729.85,58729.85,12737.03,0.0,45.76,2020-08-25,,Actif,20000,20000,1,True,True,,0,0,Faible,False,2026-09-11 14:41:44.036033,2026-09-11 14:41:44.036033
CPT-003563,CLI-002794,AG-CAS-03,4509449609,230985000000002921539765,Compte professionnel,MAD,142488.35,142488.35,142488.35,142488.35,21729.99,0.0,46.66,2026-06-18,,Actif,10000,10000,1,True,False,,0,0,Faible,False,2026-09-11 14:41:44.038029,2026-09-11 14:41:44.038029
CPT-003564,CLI-002795,AG-SET-01,8673805647,230629000000002922331650,Compte courant,MAD,2206.66,2206.66,2206.66,2206.66,316.91,0.0,31.77,2026-01-21,,Actif,5000,50000,0,False,True,,0,0,Faible,False,2026-09-11 14:41:44.041027,2026-09-11 14:41:44.041027
CPT-003565,CLI-002795,AG-SET-01,9491805895,230629000000002923123549,Compte épargne,MAD,61940.0,61940.0,61940.0,61940.0,12995.6,0.0218,34.69,2023-06-27,,Actif,5000,20000,0,False,True,,0,0,Moyen,False,2026-09-11 14:41:44.041027,2026-09-11 14:41:44.041027
CPT-003566,CLI-002796,AG-TAN-02,7224493112,230609000000002923915455,Compte professionnel,MAD,595181.6,595181.6,595181.6,595181.6,152368.99,0.0,17.86,2019-12-27,,Actif,10000,10000,2,False,False,,0,0,Élevé,False,2026-09-11 14:41:44.043029,2026-09-11 14:41:44.043029
CPT-003567,CLI-002797,AG-KHE-01,9764450886,230941000000002924707353,Compte épargne,MAD,12404.79,12404.79,12404.79,12404.79,1409.47,0.0218,12.28,2025-08-28,,Actif,5000,50000,0,False,True,,0,0,Élevé,False,2026-09-11 14:41:44.043029,2026-09-11 14:41:44.043029
CPT-003568,CLI-002797,AG-KHE-01,7893422569,230941000000002925499261,Compte épargne,MAD,6307.62,6307.62,6307.62,6307.62,1062.96,0.0195,27.56,2020-01-26,,Actif,10000,10000,0,False,False,,0,0,Moyen,False,2026-09-11 14:41:44.044026,2026-09-11 14:41:44.044026
CPT-003569,CLI-002798,AG-CAS-03,9265809563,230985000000002926291159,Compte courant,MAD,1996.72,1996.72,1996.72,1996.72,426.27,0.0,30.06,2021-01-03,,Actif,10000,50000,0,True,True,,0,0,Moyen,False,2026-09-11 14:41:44.044026,2026-09-11 14:41:44.044026
CPT-003570,CLI-002799,AG-CAS-05,2556633464,230985000000002927083058,Compte courant,MAD,3138.45,3138.45,3138.45,3138.45,910.31,0.0,38.6,2023-02-08,,Actif,10000,10000,1,True,True,,0,0,Faible,False,2026-09-11 14:41:44.045025,2026-09-11 14:41:44.045025
CPT-003571,CLI-002800,AG-SAL-01,7902464125,230521000000002927874961,Compte jeune,MAD,6752.9,6752.9,6752.9,6752.9,1969.36,0.0,16.23,2023-04-30,,Actif,5000,20000,0,True,False,,0,0,Élevé,False,2026-09-11 14:41:44.045025,2026-09-11 14:41:44.045025
CPT-003572,CLI-002801,AG-TAN-02,5690136832,230609000000002928666867,Compte professionnel,MAD,3975.17,3975.17,3975.17,3975.17,761.77,0.0,31.19,2017-01-28,,Actif,20000,50000,2,True,True,,0,0,Moyen,False,2026-09-11 14:41:44.048030,2026-09-11 14:41:44.048030
CPT-003573,CLI-002802,AG-SET-01,2710254723,230629000000002929458768,Compte courant,MAD,3713.78,3713.78,3713.78,3713.78,524.39,0.0,48.69,2025-08-04,,Actif,10000,50000,0,True,False,,0,0,Moyen,False,2026-09-11 14:41:44.050045,2026-09-11 14:41:44.050045
CPT-003574,CLI-002803,AG-SAF-01,9126135551,230387000000002930250650,Compte entreprise,MAD,206126.43,206126.43,206126.43,206126.43,28506.74,0.0,28.5,2018-09-24,,Actif,5000,50000,2,False,True,,0,0,Élevé,False,2026-09-11 14:41:44.051029,2026-09-11 14:41:44.051029
CPT-003575,CLI-002803,AG-SAF-01,9998897973,230387000000002931042549,Compte courant,MAD,2927.25,2927.25,2927.25,2927.25,648.36,0.0,13.67,2021-01-26,,Actif,5000,50000,0,True,True,,0,0,Faible,False,2026-09-11 14:41:44.052027,2026-09-11 14:41:44.052027
CPT-003576,CLI-002804,AG-KHE-01,1371781463,230941000000002931834453,Compte courant,MAD,1746.56,1746.56,1746.56,1746.56,185.87,0.0,43.92,2021-09-12,,Actif,20000,50000,2,True,False,,0,0,Élevé,False,2026-09-11 14:41:44.053032,2026-09-11 14:41:44.053032
CPT-003577,CLI-002805,AG-SAL-01,6755201445,230521000000002932626346,Compte professionnel,MAD,78962.89,78962.89,78962.89,78962.89,14460.29,0.0,15.52,2025-09-22,,Actif,10000,10000,1,False,True,,0,0,Moyen,False,2026-09-11 14:41:44.053032,2026-09-11 14:41:44.053032
CPT-003578,CLI-002806,AG-RAB-02,3416109690,230490000000002933418250,Compte professionnel,MAD,43666.4,43666.4,43666.4,43666.4,12959.4,0.0,17.13,2023-05-08,,Actif,5000,20000,1,True,True,,0,0,Moyen,False,2026-09-11 14:41:44.054029,2026-09-11 14:41:44.054029
CPT-003579,CLI-002806,AG-RAB-02,6581658046,230490000000002934210140,Compte courant,MAD,9762.69,9762.69,9762.69,9762.69,1527.57,0.0,15.22,2017-06-07,,Actif,20000,50000,0,False,False,,0,0,Élevé,False,2026-09-11 14:41:44.054029,2026-09-11 14:41:44.054029
CPT-003580,CLI-002807,AG-FÈS-02,5773495704,230417000000002935002038,Compte courant,MAD,1134.4,1134.4,1134.4,1134.4,243.37,0.0,17.22,2019-01-12,,Actif,20000,10000,2,False,False,,0,0,Faible,False,2026-09-11 14:41:44.055025,2026-09-11 14:41:44.055025
CPT-003581,CLI-002808,AG-MEK-01,2934455285,230742000000002935793965,Compte courant,MAD,6371.85,6371.85,6371.85,6371.85,1318.1,0.0,40.89,2023-07-29,,Actif,10000,50000,1,False,True,,0,0,Élevé,False,2026-09-11 14:41:44.055025,2026-09-11 14:41:44.055025
CPT-003582,CLI-002809,AG-MAR-01,2610692460,230910000000002936585861,Compte épargne,MAD,33149.51,33149.51,33149.51,33149.51,6971.53,0.0195,34.34,2022-04-27,,Actif,10000,50000,1,True,False,,0,0,Élevé,False,2026-09-11 14:41:44.056026,2026-09-11 14:41:44.056026
CPT-003583,CLI-002810,AG-LAÂ-01,9061288867,230959000000002937377773,Compte jeune,MAD,337.69,337.69,337.69,337.69,81.23,0.0,20.6,2020-07-09,,Actif,20000,10000,0,False,False,,0,0,Moyen,False,2026-09-11 14:41:44.057254,2026-09-11 14:41:44.057254
CPT-003584,CLI-002810,AG-LAÂ-01,8891575659,230959000000002938169672,Compte entreprise,MAD,436292.09,436292.09,436292.09,436292.09,58203.34,0.0,34.99,2019-10-24,,Actif,20000,50000,0,False,True,,0,0,Moyen,False,2026-09-11 14:41:44.058027,2026-09-11 14:41:44.058027
CPT-003585,CLI-002811,AG-CAS-04,1000533277,230985000000002938961570,Compte courant,MAD,6684.43,6684.43,6684.43,6684.43,1699.84,0.0,37.99,2026-02-24,,Actif,10000,20000,2,True,True,,0,0,Élevé,False,2026-09-11 14:41:44.058027,2026-09-11 14:41:44.058027
CPT-003586,CLI-002811,AG-CAS-04,6835894013,230985000000002939753469,Compte courant,MAD,1952.62,1952.62,1952.62,1952.62,510.75,0.0,19.03,2020-06-26,,Actif,5000,20000,1,True,True,,0,0,Faible,False,2026-09-11 14:41:44.058027,2026-09-11 14:41:44.058027
CPT-003587,CLI-002812,AG-FÈS-01,3845288647,230417000000002940545349,Compte courant,MAD,25848.19,25848.19,25848.19,25848.19,3623.68,0.0,39.12,2017-12-30,,Actif,10000,20000,1,False,False,,0,0,Moyen,False,2026-09-11 14:41:44.059028,2026-09-11 14:41:44.059028
CPT-003588,CLI-002813,AG-AGA-01,2289101611,230584000000002941337253,Compte jeune,MAD,340.83,340.83,340.83,340.83,97.65,0.0,12.45,2022-07-21,,Actif,20000,50000,1,False,False,,0,0,Moyen,False,2026-09-11 14:41:44.059028,2026-09-11 14:41:44.059028
CPT-003589,CLI-002814,AG-CAS-02,2887385916,230985000000002942129157,Compte courant,MAD,1565.58,1565.58,1565.58,1565.58,413.78,0.0,29.79,2020-02-13,,Actif,5000,50000,0,False,False,,0,0,Élevé,False,2026-09-11 14:41:44.060025,2026-09-11 14:41:44.060025
CPT-003590,CLI-002815,AG-RAB-01,9591712915,230490000000002942921047,Compte épargne,MAD,9681.09,9681.09,9681.09,9681.09,1106.77,0.0132,39.38,2017-01-25,,Actif,20000,10000,0,False,False,,0,0,Moyen,False,2026-09-11 14:41:44.060025,2026-09-11 14:41:44.060025
CPT-003591,CLI-002815,AG-RAB-01,2315846308,230490000000002943712955,Compte professionnel,MAD,5130.4,5130.4,5130.4,5130.4,1347.01,0.0,25.23,2024-11-05,,Actif,5000,50000,0,True,False,,0,0,Faible,False,2026-09-11 14:41:44.060025,2026-09-11 14:41:44.060025
CPT-003592,CLI-002816,AG-CAS-02,5350377500,230985000000002944504863,Compte épargne,MAD,11902.34,11902.34,11902.34,11902.34,2410.48,0.0125,30.82,2016-12-22,,Actif,20000,50000,2,True,True,,0,0,Élevé,False,2026-09-11 14:41:44.061027,2026-09-11 14:41:44.061027
CPT-003593,CLI-002817,AG-FÈS-02,8589017990,230417000000002945296761,Compte épargne,MAD,9511.45,9511.45,9511.45,9511.45,2704.95,0.0128,26.03,2024-08-16,,Actif,20000,20000,0,False,True,,0,0,Faible,False,2026-09-11 14:41:44.061027,2026-09-11 14:41:44.061027
CPT-003594,CLI-002818,AG-EL -01,8671054843,230782000000002946088665,Compte courant,MAD,1186.39,1186.39,1186.39,1186.39,232.84,0.0,12.32,2018-06-20,,Actif,10000,10000,2,True,False,,0,0,Élevé,False,2026-09-11 14:41:44.062029,2026-09-11 14:41:44.062029
CPT-003595,CLI-002819,AG-MOH-01,8620208770,230010000000002946880548,Compte jeune,MAD,8569.55,8569.55,8569.55,8569.55,1852.18,0.0,33.7,2017-05-31,,Actif,5000,50000,2,True,True,,0,0,Faible,False,2026-09-11 14:41:44.063036,2026-09-11 14:41:44.063036
CPT-003596,CLI-002819,AG-MOH-01,7996918269,230010000000002947672447,Compte entreprise,MAD,168672.19,168672.19,168672.19,168672.19,35806.49,0.0,12.51,2021-08-26,,Actif,20000,20000,2,True,False,,0,0,Moyen,False,2026-09-11 14:41:44.064030,2026-09-11 14:41:44.064030
CPT-003597,CLI-002820,AG-RAB-01,5033843465,230490000000002948464358,Compte professionnel,MAD,696294.15,696294.15,696294.15,696294.15,149098.58,0.0,24.28,2025-08-27,,Actif,20000,20000,0,False,True,,0,0,Moyen,False,2026-09-11 14:41:44.065027,2026-09-11 14:41:44.065027
CPT-003598,CLI-002821,AG-TAN-02,7833143521,230609000000002949256259,Compte épargne,MAD,9986.02,9986.02,9986.02,9986.02,2914.75,0.0232,15.54,2025-02-18,,Actif,20000,20000,0,True,False,,0,0,Moyen,False,2026-09-11 14:41:44.066028,2026-09-11 14:41:44.066028
CPT-003599,CLI-002822,AG-NAD-01,6400609231,230500000000002950048139,Compte courant,MAD,1056.17,1056.17,1056.17,1056.17,168.6,0.0,43.36,2025-06-23,,Actif,5000,10000,1,True,False,,0,0,Élevé,False,2026-09-11 14:41:44.067208,2026-09-11 14:41:44.067208
CPT-003600,CLI-002823,AG-EL -01,5137983756,230782000000002950840050,Compte courant,MAD,1279.33,1279.33,1279.33,1279.33,380.46,0.0,17.7,2023-12-02,,Actif,5000,20000,1,True,True,,0,0,Élevé,False,2026-09-11 14:41:44.067208,2026-09-11 14:41:44.067208
CPT-003601,CLI-002824,AG-KHO-01,7422818845,230924000000002951631956,Compte courant,MAD,19975.82,19975.82,19975.82,19975.82,5061.98,0.0,12.48,2017-01-30,,Actif,5000,50000,1,False,True,,0,0,Moyen,False,2026-09-11 14:41:44.067208,2026-09-11 14:41:44.067208
CPT-003602,CLI-002825,AG-BÉN-01,9714440140,230145000000002952423850,Compte professionnel,MAD,64432.06,64432.06,64432.06,64432.06,7699.03,0.0,30.31,2017-12-24,,Actif,10000,50000,0,True,False,,0,0,Moyen,False,2026-09-11 14:41:44.068024,2026-09-11 14:41:44.068024
CPT-003603,CLI-002826,AG-CAS-03,1813293250,230985000000002953215761,Compte professionnel,MAD,43698.72,43698.72,43698.72,43698.72,12623.28,0.0,39.59,2022-10-19,,Actif,20000,20000,0,False,False,,0,0,Élevé,False,2026-09-11 14:41:44.068024,2026-09-11 14:41:44.068024
CPT-003604,CLI-002827,AG-OUJ-01,1503320009,230499000000002954007660,Compte courant,MAD,15562.27,15562.27,15562.27,15562.27,1998.62,0.0,12.77,2017-09-30,,Actif,20000,20000,0,False,False,,0,0,Moyen,False,2026-09-11 14:41:44.068024,2026-09-11 14:41:44.068024
CPT-003605,CLI-002828,AG-RAB-03,3446933793,230490000000002954799568,Compte courant,MAD,2101.89,2101.89,2101.89,2101.89,505.75,0.0,21.69,2025-06-18,,Actif,5000,20000,2,True,False,,0,0,Faible,False,2026-09-11 14:41:44.069024,2026-09-11 14:41:44.069024
CPT-003606,CLI-002829,AG-AGA-02,2728598258,230584000000002955591462,Compte entreprise,MAD,489166.75,489166.75,489166.75,489166.75,143573.84,0.0,39.44,2020-07-14,,Actif,20000,10000,0,True,True,,0,0,Moyen,False,2026-09-11 14:41:44.069024,2026-09-11 14:41:44.069024
CPT-003607,CLI-002830,AG-TÉT-01,9323259504,230868000000002956383366,Compte courant,MAD,2446.09,2446.09,2446.09,2446.09,361.08,0.0,41.62,2020-10-02,,Actif,5000,50000,1,True,False,,0,0,Faible,False,2026-09-11 14:41:44.069024,2026-09-11 14:41:44.069024
CPT-003608,CLI-002831,AG-MEK-01,8848673546,230742000000002957175256,Compte courant,MAD,13580.95,13580.95,13580.95,13580.95,3070.54,0.0,39.04,2021-05-29,,Actif,10000,10000,0,False,False,,0,0,Élevé,False,2026-09-11 14:41:44.070025,2026-09-11 14:41:44.070025
CPT-003609,CLI-002831,AG-MEK-01,9194191862,230742000000002957967164,Compte épargne,MAD,13414.95,13414.95,13414.95,13414.95,3588.73,0.0145,26.15,2022-02-11,,Actif,20000,50000,2,False,False,,0,0,Moyen,False,2026-09-11 14:41:44.070025,2026-09-11 14:41:44.070025
CPT-003610,CLI-002832,AG-SAL-01,4019483691,230521000000002958759058,Compte entreprise,MAD,71349.87,71349.87,71349.87,71349.87,10427.58,0.0,22.54,2017-11-21,,Actif,10000,50000,1,False,True,,0,0,Élevé,False,2026-09-11 14:41:44.070025,2026-09-11 14:41:44.070025
CPT-003611,CLI-002833,AG-CAS-06,7313498110,230985000000002959550971,Compte professionnel,MAD,38193.4,38193.4,38193.4,38193.4,7282.6,0.0,16.76,2019-09-29,,Actif,10000,10000,0,False,True,,0,0,Élevé,False,2026-09-11 14:41:44.070025,2026-09-11 14:41:44.070025
CPT-003612,CLI-002834,AG-SET-01,4877101607,230629000000002960342856,Compte courant,MAD,25891.04,25891.04,25891.04,25891.04,3133.63,0.0,22.58,2025-09-02,,Actif,10000,50000,1,True,False,,0,0,Faible,False,2026-09-11 14:41:44.071026,2026-09-11 14:41:44.071026
CPT-003613,CLI-002835,AG-MAR-02,6318415791,230910000000002961134748,Compte courant,MAD,1773.65,1773.65,1773.65,1773.65,452.85,0.0,10.19,2019-03-24,,Actif,5000,10000,1,False,True,,0,0,Faible,False,2026-09-11 14:41:44.071026,2026-09-11 14:41:44.071026
CPT-003614,CLI-002835,AG-MAR-02,4355912469,230910000000002961926656,Compte courant,MAD,16914.15,16914.15,16914.15,16914.15,3958.29,0.0,46.71,2020-12-20,,Actif,20000,10000,1,False,False,,0,0,Moyen,False,2026-09-11 14:41:44.071026,2026-09-11 14:41:44.071026
CPT-003615,CLI-002836,AG-CAS-06,7002037361,230985000000002962718567,Compte jeune,MAD,1430.33,1430.33,1430.33,1430.33,165.9,0.0,49.08,2022-08-06,,Actif,20000,20000,2,False,True,,0,0,Élevé,False,2026-09-11 14:41:44.071026,2026-09-11 14:41:44.071026
CPT-003616,CLI-002837,AG-CAS-04,6440233166,230985000000002963510457,Compte professionnel,MAD,3831.94,3831.94,3831.94,3831.94,502.74,0.0,24.71,2021-05-05,,Actif,10000,20000,2,True,True,,0,0,Moyen,False,2026-09-11 14:41:44.072026,2026-09-11 14:41:44.072026
CPT-003617,CLI-002838,AG-BÉN-01,9141673027,230145000000002964302344,Compte courant,MAD,8247.47,8247.47,8247.47,8247.47,2403.77,0.0,26.34,2018-03-04,,Actif,5000,10000,1,False,True,,0,0,Moyen,False,2026-09-11 14:41:44.072026,2026-09-11 14:41:44.072026
CPT-003618,CLI-002839,AG-FÈS-02,3519603347,230417000000002965094254,Compte épargne,MAD,11624.01,11624.01,11624.01,11624.01,3360.06,0.0116,46.75,2025-05-02,,Actif,20000,10000,0,True,True,,0,0,Faible,False,2026-09-11 14:41:44.072026,2026-09-11 14:41:44.072026
CPT-003619,CLI-002840,AG-RAB-02,4866183348,230490000000002965886163,Compte professionnel,MAD,56177.71,56177.71,56177.71,56177.71,16133.9,0.0,46.85,2020-03-30,,Actif,5000,50000,0,False,False,,0,0,Élevé,False,2026-09-11 14:41:44.073029,2026-09-11 14:41:44.073029
CPT-003620,CLI-002841,AG-CAS-03,8258273046,230985000000002966678071,Compte courant,MAD,869.73,869.73,869.73,869.73,140.46,0.0,35.06,2020-01-31,,Actif,5000,10000,0,True,False,,0,0,Élevé,False,2026-09-11 14:41:44.074041,2026-09-11 14:41:44.074041
CPT-003621,CLI-002841,AG-CAS-03,3949631271,230985000000002967469979,Compte courant,MAD,4163.4,4163.4,4163.4,4163.4,1084.36,0.0,39.86,2025-02-18,,Actif,5000,20000,1,False,True,,0,0,Moyen,False,2026-09-11 14:41:44.075027,2026-09-11 14:41:44.075027
CPT-003622,CLI-002842,AG-TAN-02,4732365917,230609000000002968261862,Compte professionnel,MAD,22291.17,22291.17,22291.17,22291.17,4512.68,0.0,38.65,2026-03-22,,Actif,10000,10000,0,True,True,,0,0,Faible,False,2026-09-11 14:41:44.075027,2026-09-11 14:41:44.075027
CPT-003623,CLI-002843,AG-EL -01,8170831928,230782000000002969053763,Compte courant,MAD,47952.24,47952.24,47952.24,47952.24,14174.74,0.0,48.42,2025-07-21,,Actif,5000,20000,1,False,True,,0,0,Moyen,False,2026-09-11 14:41:44.076027,2026-09-11 14:41:44.076027
CPT-003624,CLI-002843,AG-EL -01,2164466412,230782000000002969845671,Compte courant,MAD,9867.89,9867.89,9867.89,9867.89,1939.82,0.0,16.35,2018-07-13,,Actif,10000,20000,0,False,False,,0,0,Faible,False,2026-09-11 14:41:44.076027,2026-09-11 14:41:44.076027
CPT-003625,CLI-002844,AG-LAÂ-01,6947629913,230959000000002970637567,Compte épargne,MAD,13714.54,13714.54,13714.54,13714.54,3930.38,0.0129,28.58,2021-11-13,,Actif,5000,10000,1,False,True,,0,0,Élevé,False,2026-09-11 14:41:44.077206,2026-09-11 14:41:44.077206
CPT-003626,CLI-002845,AG-RAB-01,9130031388,230490000000002971429456,Compte courant,MAD,14160.47,14160.47,14160.47,14160.47,2172.95,0.0,43.7,2025-01-19,,Actif,5000,10000,0,False,False,,0,0,Élevé,False,2026-09-11 14:41:44.077206,2026-09-11 14:41:44.077206
CPT-003627,CLI-002846,AG-MAR-01,5849922957,230910000000002972221343,Compte épargne,MAD,9168.7,9168.7,9168.7,9168.7,2268.56,0.0215,41.53,2021-12-04,,Actif,10000,10000,0,True,True,,0,0,Moyen,False,2026-09-11 14:41:44.078029,2026-09-11 14:41:44.078029
CPT-003628,CLI-002847,AG-NAD-01,4311880862,230500000000002973013237,Compte courant,MAD,5367.12,5367.12,5367.12,5367.12,1464.47,0.0,34.78,2019-02-26,,Actif,20000,20000,1,False,False,,0,0,Élevé,False,2026-09-11 14:41:44.078029,2026-09-11 14:41:44.078029
CPT-003629,CLI-002847,AG-NAD-01,9409077696,230500000000002973805145,Compte courant,MAD,3011.71,3011.71,3011.71,3011.71,501.23,0.0,30.66,2022-08-25,,Actif,5000,20000,1,True,False,,0,0,Élevé,False,2026-09-11 14:41:44.078029,2026-09-11 14:41:44.078029
CPT-003630,CLI-002848,AG-RAB-02,8566068863,230490000000002974597061,Compte courant,MAD,2343.67,2343.67,2343.67,2343.67,641.31,0.0,36.04,2017-02-03,,Actif,5000,20000,2,False,False,,0,0,Faible,False,2026-09-11 14:41:44.079028,2026-09-11 14:41:44.079028
CPT-003631,CLI-002848,AG-RAB-02,6500396977,230490000000002975388969,Compte courant,MAD,6643.34,6643.34,6643.34,6643.34,685.57,0.0,27.21,2024-06-25,,Actif,20000,50000,2,True,True,,0,0,Moyen,False,2026-09-11 14:41:44.079028,2026-09-11 14:41:44.079028
CPT-003632,CLI-002849,AG-CAS-01,1496701130,230985000000002976180868,Compte entreprise,MAD,222498.12,222498.12,222498.12,222498.12,55094.78,0.0,23.83,2021-12-10,,Actif,10000,10000,0,False,False,,0,0,Faible,False,2026-09-11 14:41:44.079028,2026-09-11 14:41:44.079028
